date,open,high,low,close,preclose,volume,amount,return,return_1d,return_2d,return_5d,return_7d,return_10d,momentum_1d,momentum_2d,momentum_5d,momentum_7d,momentum_10d,DayOfWeek,DayOfMonth,DayOfYear,SMA_5d,SMA_7d,SMA_10d,SMA_20d,SMA_30d,EMA_5d,EMA_7d,EMA_10d,EMA_20d,EMA_30d,rsi,MACD,Signal_Line,cci,oi,ci,ui,di,Vyz,H-L,H-PC,L-PC,TR,ATR,OBV,VWMA,upper_band,lower_band,y
2002-02-28,4.65,4.68,4.56,4.58,4.63,1778069,8174690.96,-1.079918,2.207503,0.443459,1.583703,1.098895,6.682571,-0.04999999999999982,0.04999999999999982,0.08999999999999986,-0.019999999999999574,0.11000000000000032,-0.16666666666666669,0.4,-0.34065934065934067,4.526,4.505714285714285,4.514,4.364,4.495666666666667,4.49700143448375,4.49700143448375,4.49700143448375,4.49700143448375,4.49700143448375,56.250000000000014,-0.032699953334783594,-0.08529731174269219,74.61645746164548,0.004310351501122263,-0.01516822147317143,0.006430890330290331,-0.019544596072970395,0.000569038158701646,0.1200000000000001,0.04999999999999982,0.07000000000000028,0.1200000000000001,0.20952380952380953,6943375.0,4.459786099749577,4.679999999999982,4.48000000000002,-1.593624
2002-03-01,4.58,4.58,4.46,4.52,4.58,1780579,8033707.18,-1.310043,-1.079918,2.207503,-2.449881,-3.91304,-0.447427,-0.0600000000000005,-0.11000000000000032,0.13999999999999968,0.09999999999999964,0.0699999999999994,0.0,-0.5,-0.33791208791208793,4.554,4.52,4.521,4.382,4.476666666666666,4.500834528736458,4.500834528736458,4.500834528736458,4.500834528736458,4.500834528736458,68.18181818181817,-0.028101817672934182,-0.07385821292874059,-53.94990366088585,0.0,-0.013187004281953914,0.0,-0.026550232094120954,0.0002763708723260665,0.1200000000000001,0.0,0.1200000000000001,0.1200000000000001,0.20047619047619053,5162796.0,4.461191959349402,4.686818077612373,4.466515255720961,1.619432
2002-03-04,4.5,4.58,4.46,4.57,4.52,1195713,5395816.65,1.106199,-1.310043,-1.079918,2.968039,1.583703,2.2472,0.05000000000000071,-0.009999999999999787,0.0600000000000005,0.08000000000000007,0.020000000000000462,-0.6666666666666666,-0.4,-0.32967032967032966,4.566,4.531428571428571,4.523000000000001,4.4079999999999995,4.461666666666667,4.512362107280382,4.512362107280382,4.512362107280382,4.512362107280382,4.512362107280382,66.66666666666666,-0.02019043710968571,-0.06312465776492962,-33.93213572854338,-0.004434597067865641,0.015435808129839248,0.01762160134981963,-0.008928630744301431,0.0003234238914182879,0.1200000000000001,0.0600000000000005,0.05999999999999961,0.1200000000000001,0.19428571428571434,6358509.0,4.462871596716584,4.620957671739927,4.492375661593408,-1.195218
2002-03-05,4.57,4.68,4.55,4.64,4.57,3147311,14567291.88,1.531722,1.106199,-1.310043,0.443459,-2.449881,1.098895,0.0699999999999994,0.1200000000000001,0.10999999999999943,0.2599999999999998,0.040000000000000036,-0.5,-0.3666666666666667,-0.3269230769230769,4.587999999999999,4.5685714285714285,4.526999999999999,4.4399999999999995,4.450333333333333,4.533635089400319,4.533635089400319,4.533635089400319,4.533635089400319,4.533635089400319,67.44186046511626,-0.008177925989080848,-0.05213531140975987,64.18219461697971,0.0,0.015201161332050338,0.0237849050234419,-0.0043859719432544405,0.0002615079777521396,0.1299999999999999,0.10999999999999943,0.020000000000000462,0.1299999999999999,0.1947619047619048,9505820.0,4.469787649753143,4.697220942133485,4.456112391199848,-0.806451
2002-03-06,4.66,4.76,4.61,4.66,4.64,4895587,22956919.05,0.431034,1.531722,1.106199,2.207503,2.968039,-3.91304,0.020000000000000462,0.08999999999999986,0.03000000000000025,0.15000000000000036,0.2400000000000002,-0.33333333333333337,-0.33333333333333337,-0.32417582417582413,4.593999999999999,4.589999999999999,4.551,4.455499999999999,4.442333333333333,4.554695907833599,4.554695907833599,4.554695907833599,4.554695907833599,4.554695907833599,59.2233009708738,0.0029222229058545324,-0.04112380454663699,108.80829015543915,0.004301081899390702,0.0,0.021232220105774118,-0.010787591128997352,0.0004133477354359083,0.14999999999999947,0.1200000000000001,0.02999999999999936,0.14999999999999947,0.19,14401407.0,4.480678637054445,4.717849645858361,4.528817020808307,-0.203257
2002-03-07,4.66,4.85,4.64,4.85,4.66,6878106,32889274.53,4.077255,0.431034,1.531722,-1.079918,0.443459,1.583703,0.1899999999999995,0.20999999999999996,0.2699999999999996,0.3199999999999994,0.35999999999999943,-0.16666666666666669,-0.3,-0.3214285714285714,4.648000000000001,4.635714285714285,4.587,4.4805,4.439666666666667,4.603913256527999,4.603913256527999,4.603913256527999,4.603913256527999,4.603913256527999,66.66666666666663,0.026742314229170283,-0.02755058079147554,125.9625962596256,0.0,0.039963256811837156,0.039963256811837156,-0.004301081899390697,0.00042091513666119273,0.20999999999999996,0.1899999999999995,0.020000000000000462,0.20999999999999996,0.18190476190476193,21279513.0,4.508176242462961,4.948471182009502,4.484862151323831,-2.036658
2002-03-08,4.88,5.07,4.8,5.03,4.85,12926717,64069174.88,3.711347,4.077255,0.431034,-1.310043,2.207503,-2.449881,0.1800000000000006,0.3700000000000001,0.5100000000000007,0.40000000000000036,0.6500000000000004,0.0,-0.26666666666666666,-0.31868131868131866,4.75,4.692857142857143,4.652,4.513,4.447333333333333,4.674927713773332,4.674927713773332,4.674927713773332,4.674927713773332,4.674927713773332,68.75,0.05945899758243289,-0.010148665116693855,132.97872340425576,0.006166514915663958,0.03027476424659209,0.038195597738036165,-0.016529301951210582,0.0006063598397533969,0.27000000000000046,0.22000000000000064,0.04999999999999982,0.27000000000000046,0.18095238095238098,34206230.0,4.572231622331375,5.216711708970067,4.476621624363267,2.286905
2002-03-11,5.05,5.19,5.0,5.19,5.03,9767480,49741508.86,3.180911,3.711347,4.077255,1.106199,-1.079918,2.968039,0.16000000000000014,0.34000000000000075,0.6200000000000001,0.6100000000000003,0.6800000000000006,-0.6666666666666666,-0.16666666666666669,-0.31043956043956045,4.8740000000000006,4.78,4.720000000000001,4.5705,4.467,4.76077309481111,4.76077309481111,4.76077309481111,4.76077309481111,4.76077309481111,71.22302158273382,0.09717766405484785,0.011316600717614487,114.77987421383641,0.003968259175620449,0.027345453890528837,0.027345453890528837,-0.009950330853168092,0.0006697038522480252,0.1900000000000004,0.16000000000000014,0.03000000000000025,0.1900000000000004,0.18333333333333335,43973710.0,4.6246676617918885,5.363529355257935,4.683137311408732,0.406504
2002-03-12,5.19,5.21,5.02,5.02,5.19,7748422,39550527.44,-3.275531,3.180911,3.711347,1.531722,-1.310043,0.443459,-0.17000000000000082,-0.010000000000000675,0.3799999999999999,0.5,0.4899999999999993,-0.5,-0.13333333333333336,-0.3076923076923077,4.95,4.851428571428571,4.769,4.614,4.485333333333333,4.803977579009259,4.803977579009259,4.803977579009259,4.803977579009259,4.803977579009259,71.73913043478257,0.11206063449272463,0.031465407472636514,65.82633053221224,0.0,-0.033303763474159635,0.0038461585874780936,-0.033303763474159635,0.00038881719600950676,0.1900000000000004,0.019999999999999574,0.17000000000000082,0.1900000000000004,0.17428571428571432,36225288.0,4.64960768804683,5.270787840283362,4.889212159716638,-1.619432
2002-03-13,5.01,5.09,4.93,5.02,5.02,5719562,28699011.4,0.0,-3.275531,3.180911,0.431034,1.106199,2.207503,0.0,-0.17000000000000082,0.35999999999999943,0.4499999999999993,0.3899999999999997,-0.33333333333333337,-0.09999999999999998,-0.30494505494505497,5.022,4.9157142857142855,4.808,4.655499999999999,4.502,4.839981315841049,4.839981315841049,4.839981315841049,4.839981315841049,4.839981315841049,70.22900763358773,0.12244403714926388,0.049661133407961994,13.351749539594596,-0.0019940186068643953,0.0019940186068644495,0.015841915465657923,-0.016096927042174667,0.0003519303021522839,0.16000000000000014,0.07000000000000028,0.08999999999999986,0.16000000000000014,0.170952380952381,36225288.0,4.666088505168016,5.2729657581911145,4.88036757514222,-0.823044
